Title_ID,Title_Name,Sony_Game_Name,Editions,Has_Updates,Update_Count,Latest_Version,Total_Size_MB,Status
CUSA02318,Gravity Rush Remastered,,Original,False,0,,0.0,no_updates
CUSA02311,The Swindle,The Swindle,Original,True,1,01.03,232.3125,found
CUSA02315,Just Dance 2016,Just Dance® 2016,Original,True,1,01.01,287.625,found
CUSA02313,Utawarerumono: Mask of Deception,うたわれるもの 偽りの仮面,Original,True,1,01.02,16.1875,found
CUSA02301,The Elder Scrolls Online,,,False,0,,0.0,no_updates
CUSA02309,Big City Stories,Big City Stories,Original,True,1,01.17,942.375,found
CUSA02317,Brawl,BRAWL,Original,True,2,01.01,4851.0,found
CUSA02316,Super Stardust Ultra,,Original,False,0,,0.0,no_updates
CUSA02314,Toren,Toren,Original,True,1,01.02,2136.875,found
CUSA02312,Axiom Verge,Axiom Verge,Original,True,1,01.05,79.1875,found
CUSA02321,FIFA 16,,Demo,False,0,,0.0,no_updates
CUSA02320,Uncharted: The Nathan Drake Collection,Uncharted: The Nathan Drake Collection™,Original PlayStation Hits,True,1,01.02,988.1875,found
CUSA02326,Star Strike Ultra,,Original,False,0,,0.0,no_updates
CUSA02328,Smite,SMITE,Original,True,16,12.89,62580.9375,found
CUSA02319,Docs for PlayStation,,Original,False,0,,0.0,no_updates
CUSA02324,Fenix Rage,,,False,0,,0.0,no_updates
CUSA02322,FIFA 16,,Kiosk Demo,False,0,,0.0,no_updates
CUSA02327,Super Mega Baseball,Super Mega Baseball,Original,True,1,01.03,299.9375,found
CUSA02325,Ziggurat,Ziggurat,Original,True,1,01.03,1157.0,found
CUSA02330,Super Stardust Ultra,,Original,False,0,,0.0,no_updates
CUSA02331,Afro Samurai 2: Revenge of Kuma Volume 1,Afro Samurai 2: Revenge of Kuma Volume 1,Original,True,1,01.01,1545.375,found
CUSA02337,Resident Evil 0: HD Remaster,Resident Evil 0,Original,True,1,01.01,2440.3125,found
CUSA02335,The Mark of Kri™,,,False,0,,0.0,no_updates
CUSA02343,Uncharted: The Nathan Drake Collection,Uncharted™: The Nathan Drake Collection,Original PlayStation Hits Special Edition,True,1,01.02,988.1875,found
CUSA02332,Primal™,,,False,0,,0.0,no_updates
CUSA02334,The Getaway,,,False,0,,0.0,no_updates
CUSA02329,The Swindle,The Swindle,Original,True,1,01.03,232.3125,found
CUSA02339,Prototype 2,,Original,False,0,,0.0,no_updates
CUSA02344,Uncharted: The Nathan Drake Collection,Uncharted™: The Nathan Drake Collection,Original PlayStation Hits,True,1,01.02,988.1875,found
CUSA02336,Skullgirls: 2nd Encore,,Kiosk Demo,False,0,,0.0,no_updates
CUSA02350,Until Dawn: Rush of Blood,,Original,False,0,,0.0,no_updates
CUSA02340,Watch Dogs,,,False,0,,0.0,no_updates
CUSA02348,Nova-111,Nova-111,Original,True,1,01.01,63.625,found
CUSA02351,Ride,,Original,False,0,,0.0,no_updates
CUSA02345,CastleStorm: Definitive Edition,,Original,False,0,,0.0,no_updates
CUSA02341,Watch Dogs,,,False,0,,0.0,no_updates
CUSA02356,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02346,TRON RUN/r,TRON RUN/r,Original,True,2,01.04,7179.375,found
CUSA02347,Phantom Breaker: Battle Grounds Overdrive,Phantom Breaker : Battlegrounds -Overdrive-,Original,True,1,01.01,12.0,found
CUSA02342,Star Strike Ultra,,Demo,False,0,,0.0,no_updates
CUSA02338,Afro Samurai 2: Revenge of Kuma Volume 1,Afro Samurai 2: Revenge of Kuma Volume 1,Original,True,1,01.01,1545.375,found
CUSA02355,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02349,The Witcher 3: Wild Hunt,,,False,0,,0.0,no_updates
CUSA02353,Salt and Sanctuary,Salt and Sanctuary,Original,True,1,01.05,1079.4375,found
CUSA02365,Riptide GP2,,Original,False,0,,0.0,no_updates
CUSA02352,Gemini: Heroes Reborn,,Original,False,0,,0.0,no_updates
CUSA02360,Kinetica™,,,False,0,,0.0,no_updates
CUSA02359,Rise of the Kasai™,,,False,0,,0.0,no_updates
CUSA02361,Twisted Metal: Black,,,False,0,,0.0,no_updates
CUSA02354,Nova-111,Nova-111,Original,True,1,01.01,63.625,found
CUSA02366,Beach Buggy Racing,Beach Buggy Racing,Original,True,1,01.01,132.25,found
CUSA02370,Ride,,Demo,False,0,,0.0,no_updates
CUSA02369,Hitman,HITMAN™,Original,True,4,01.37,15933.375,found
CUSA02374,Poltergeist: A Pixelated Horror,,Original,False,0,,0.0,no_updates
CUSA02363,Chariot,,Original,False,0,,0.0,no_updates
CUSA02362,Fantasy Hero,,,False,0,,0.0,no_updates
CUSA02368,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six® Siege,Original,True,13,03.07,50850.8125,found
CUSA02378,Assassin's Creed Syndicate,Assassin's Creed® Syndicate,Original,True,1,01.54,703.0625,found
CUSA02377,Assassin's Creed Syndicate,Assassin's Creed® Syndicate,Original,True,1,01.54,702.5625,found
CUSA02367,The Elder Scrolls Online: Tamriel Unlimited,The Elder Scrolls Online: Tamriel Unlimited Beta,Beta,True,4,01.02,14690.9375,found
CUSA02375,The Elder Scrolls Online,,,False,0,,0.0,no_updates
CUSA02376,Assassin's Creed Syndicate,Assassin's Creed® Syndicate,Original Special Edition,True,1,01.54,726.375,found
CUSA02357,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02371,Going Gnome,,,False,0,,0.0,no_updates
CUSA02381,Rebel Galaxy,Rebel Galaxy,Original,True,1,01.03,2852.1875,found
CUSA02387,Battlefield 1,Battlefield™ 1,Original,True,8,01.27,31731.125,found
CUSA02373,Arcade Archives: Shanghai III,Arcade Archives Shanghai III,Original,True,1,01.01,81.5,found
CUSA02372,Arcade Archives: Ikki,,Original,False,0,,0.0,no_updates
CUSA02379,Poltergeist: A Pixelated Horror,,Original,False,0,,0.0,no_updates
CUSA02382,Arcade Archives: Scramble,Arcade Archives Scramble,Original,True,1,01.01,50.875,found
CUSA02388,Tembo the Badass Elephant,TEMBO THE BADASS ELEPHANT,Original,True,1,01.01,1046.0,found
CUSA02389,Assassin's Creed Syndicate,Assassin's Creed® Syndicate,Limited Edition Original PlayStation Hits,True,1,01.54,725.8125,found
CUSA02364,Trapped Dead: Lockdown,,,False,0,,0.0,no_updates
CUSA02394,We Are Doomed,,Original,False,0,,0.0,no_updates
CUSA02384,Assassin's Creed Syndicate,Assassin's Creed® Syndicate,Original,True,1,01.54,702.875,found
CUSA02380,Croixleur Sigma,Croixleur Sigma,Original,True,1,01.03,793.6875,found
CUSA02383,Smobile Themes,,Original,False,0,,0.0,no_updates
CUSA02390,Cosmophony,,Original,False,0,,0.0,no_updates
CUSA02393,Hyper Void,Hyper Void,Original,True,1,01.03,39.0,found
CUSA02391,Toukiden: Kiwami,,Original,False,0,,0.0,no_updates
CUSA02396,Frozen Free Fall: Snowball Fight,Frozen Free Fall: Snowball Fight,Original,True,1,01.05,421.6875,found
CUSA02395,TRON RUN/r,TRON RUN/r,Original,True,2,01.05,7179.0625,found
CUSA02392,Toukiden: Kiwami,,Demo,False,0,,0.0,no_updates
CUSA02403,Pocket God vs Desert Ashes,Pocket God Vs Desert Ashes,Original,True,1,01.01,300.1875,found
CUSA02400,Battlefield 1,Battlefield™ 1,Original,True,8,01.27,31725.25,found
CUSA02399,Majo to Hyakkihei Revival,,Original,False,0,,0.0,no_updates
CUSA02410,Guitar Hero Live,Guitar Hero Live,Original,True,1,01.08,307.1875,found
CUSA02405,Everybody's Gone to the Rapture,Everybody's Gone To The Rapture™,Original,True,1,01.02,299.25,found
CUSA02397,Street Fighter V,STREET FIGHTER V (BETA),Beta,True,1,01.08,3045.3125,found
CUSA02402,Death Tales,,Beta,False,0,,0.0,no_updates
CUSA02412,Naruto Shippuden: Ultimate Ninja Storm 4,NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4,Original,True,2,01.11,4168.25,found
CUSA02398,Hardware: Rivals,ハードウェア：ライバルズ™,Original,True,1,01.16,3761.125,found
CUSA02411,DreamWorks Kung Fu Panda: Showdown of Legendary Legends,Kung Fu Panda: Showdown of Legendary Legends,Concession Cash Original,True,1,01.02,1807.8125,found
CUSA02401,Hardware: Rivals,ハードウェア：ライバルズ™ BETA,Beta,True,1,01.03,2028.375,found
CUSA02404,Desert Ashes,,,False,0,,0.0,no_updates
CUSA02407,Futari no Fantavision,,Unreleased,False,0,,0.0,no_updates
CUSA02409,Toukiden: Kiwami,,Original,False,0,,0.0,no_updates
CUSA02413,Onechanbara Z2: Chaos,,,False,0,,0.0,no_updates
CUSA02419,Darksiders II: Deathinitive Edition,Darksiders II Deathinitive Edition,Original,True,1,01.02,695.75,found
CUSA02416,Ender of Fire,,Original,False,0,,0.0,no_updates
CUSA02421,Magicka 2,MAGICKA® 2,Limited Run Games Original,True,1,01.09,2982.4375,found
CUSA02418,zz_Do_Not_Use_Load of the Sea,,,False,0,,0.0,no_updates
CUSA02415,Fat Princess Adventures,Fat Princess Adventures - Private Beta,Private Beta,True,1,01.04,2400.25,found
CUSA02417,Everybody's Gone to the Rapture,Everybody's Gone To The Rapture™,Original,True,1,01.02,297.375,found
CUSA02420,Darksiders II: Deathinitive Edition,Darksiders II Deathinitive Edition,Original,True,1,01.02,695.75,found
CUSA02422,Grim Fandango Remastered,,,False,0,,0.0,no_updates
CUSA02429,Battlefield 1,Battlefield™ 1,Early Enlister Deluxe Edition Original,True,8,01.27,31728.75,found
CUSA02430,Minecraft: Story Mode: A Telltale Games Series,Minecraft: Story Mode,Original,True,1,01.11,344.75,found
CUSA02434,Atom Universe,Atom Universe,Original,True,6,02.29,22804.3125,found
CUSA02432,Atom Universe,Atom Universe,Original,True,6,02.29,22804.3125,found
CUSA02425,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,勇者鬥惡龍　英雄集結　闇龍與世界樹之城,Original,True,1,01.01,20.125,found
CUSA02424,Toukiden: Kiwami,,Demo,False,0,,0.0,no_updates
CUSA02423,Magicka 2,MAGICKA® 2 Sneak Peek,Sneak Peek,True,1,01.01,9.625,found
CUSA02431,Wasteland 2: Director's Cut,Wasteland 2: Director's Cut,Original,True,1,01.03,3582.125,found
CUSA02426,Fat Princess Adventures,Fat Princess Adventures - Private Beta,Private Beta,True,1,01.04,2402.0625,found
CUSA02437,Saint Seiya: Soldiers' Soul,Saint Seiya: Soldiers' Soul,Original,True,1,01.02,99.0,found
CUSA02438,Tembo the Badass Elephant,TEMBO THE BADASS ELEPHANT,Original,True,1,01.01,1046.0,found
CUSA02428,Fat Princess Adventures,Fat Princess Adventures - Private Beta,Private Beta,True,1,01.04,2401.25,found
CUSA02427,Magicka 2,MAGICKA® 2 Sneak Peek,Sneak Peek,True,1,01.01,9.625,found
CUSA02436,Quiplash,,Original,False,0,,0.0,no_updates
CUSA02433,Quiplash,,Original,False,0,,0.0,no_updates
CUSA02435,Bedlam: The Game by Christopher Brookmyre,,Original,False,0,,0.0,no_updates
CUSA02439,Xeodrifter,,Original,False,0,,0.0,no_updates
CUSA02445,Saint Seiya: Soldiers' Soul,聖闘士星矢 ソルジャーズ・ソウル,Original,True,1,01.01,83.5,found
CUSA02442,SENRAN KAGURA ESTIVAL VERSUS -Mizugi Darake No Zenya Sai-,,Original,False,0,,0.0,no_updates
CUSA02446,The King of Fighters XIV,THE KING OF FIGHTERS XIV,Original,True,2,03.11,6658.25,found
CUSA02443,Gravity Rush,,Original,False,0,,0.0,no_updates
CUSA02441,Dishonored HD,Dishonored® HD,Original,True,1,01.02,50.1875,found
CUSA02447,Megadimension Neptunia VII,,Demo,False,0,,0.0,no_updates
CUSA02444,Atom Universe,,Demo,False,0,,0.0,no_updates
CUSA02440,Magnetic: Cage Closed,,,False,0,,0.0,no_updates
CUSA02452,BlazBlue: Chrono Phantasma Extend,BLAZBLUE CHRONOPHANTASMA EXTEND,Original,True,1,01.04,20.4375,found
CUSA02448,SENRAN KAGURA ESTIVAL VERSUS -Shoujo Tachi No Sentaku- Nyu Nyu DX PackPremium：Limited Short Movie,,Original,False,0,,0.0,no_updates
CUSA02449,F1 2015,F1™ 2015,Original,True,1,01.08,768.25,found
CUSA02450,Just Dance 2016,Just Dance® 2016,Original,True,1,01.01,287.625,found
CUSA02454,Act It Out! A Game of Charades,ACT IT OUT! A Game of Charades,Original,True,1,01.05,126.375,found
CUSA02456,Aces of the Luftwaffe,,Original,False,0,,0.0,no_updates
CUSA02457,Fat Princess Adventures,Fat Princess Adventures - Private Beta,Private Beta,True,1,01.04,2402.1875,found
CUSA02453,Skullgirls: 2nd Encore,Skullgirls 2nd Encore,Original,True,1,01.23,3875.9375,found
CUSA02461,Tales of Zestiria,Tales of Zestiria™,Original,True,1,01.01,122.375,found
CUSA02451,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,魔都紅色幽撃隊 DAYBREAK SPECIAL GIGS JAPAN TOUR,Original,True,1,01.01,688.6875,found
CUSA02463,Minecraft: Story Mode: A Telltale Games Series,Minecraft Story Mode,Original,True,1,01.12,344.9375,found
CUSA02455,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six® Siege - Closed Beta,Closed Beta,True,1,01.03,698.25,found
CUSA02464,PlayStation Access App,PlayStation® Access,Original,True,1,01.01,46.875,found
CUSA02458,Pocchari Princess: Meta Bouken,Fat Princess Adventures™,Original,True,1,01.03,1753.8125,found
CUSA02459,Frostbite Test,,,False,0,,0.0,no_updates
CUSA02472,Penarium,,Original,False,0,,0.0,no_updates
CUSA02467,CastleStorm: Definitive Edition,,Original,False,0,,0.0,no_updates
CUSA02468,Lords of the Fallen,陷落之王,Original,True,1,01.01,55.375,found
CUSA02465,Penarium,,Original,False,0,,0.0,no_updates
CUSA02466,Shiftlings,,Demo,False,0,,0.0,no_updates
CUSA02470,Roundabout,Roundabout,Original,True,1,01.01,382.375,found
CUSA02475,Matterfall,Matterfall™,Original,True,1,01.01,188.6875,found
CUSA02471,Taiheiyou no Arashi: Shijousaidai no Gekisen Normandy Koubousen,太平洋の嵐～史上最大の激戦 ノルマンディー攻防戦！～,Original,True,1,01.01,1425.1875,found
CUSA02473,Spider: Rite of the Shrouded Moon,Spider: Rite of the Shrouded Moon,Original,True,1,01.01,260.375,found
CUSA02462,Fight the Dragon,,,False,0,,0.0,no_updates
CUSA02474,Toto Temple Deluxe,,Original,False,0,,0.0,no_updates
CUSA02482,Monster Boy and the Cursed Kingdom,Monster Boy and the Cursed Kingdom,Original,True,1,01.03,631.625,found
CUSA02477,Matterfall™,,,False,0,,0.0,no_updates
CUSA02484,Arcade Archives: Gradius,Arcade Archives GRADIUS,Original,True,1,01.02,62.3125,found
CUSA02479,Atom Universe,,Demo,False,0,,0.0,no_updates
CUSA02481,The Crew,,,False,0,,0.0,no_updates
CUSA02485,Arcade Archives: Scramble,Arcade Archives Scramble,Original,True,1,01.01,50.875,found
CUSA02480,Amplitude,Amplitude,Original,True,1,01.01,26.125,found
CUSA02491,Mass Effect: Andromeda,Mass Effect™: Andromeda,Original,True,1,01.10,3705.4375,found
CUSA02478,Populus Media Themes and Avatars,,Original,False,0,,0.0,no_updates
CUSA02483,Cosmophony,,Original,False,0,,0.0,no_updates
CUSA02495,Mighty No. 9,,Original,False,0,,0.0,no_updates
CUSA02486,Arcade Archives: Mat Mania Exciting Hour,Arcade Archives MAT MANIA EXCITING HOUR,Original,True,1,01.01,48.8125,found
CUSA02488,Final Fantasy XIV Online: Heavensward,,Original,False,0,,0.0,no_updates
CUSA02487,Final Fantasy XIV Online: The Complete Experience,,Original,False,0,,0.0,no_updates
CUSA02494,Thief Town,,Original,False,0,,0.0,no_updates
CUSA02460,F1 2015,F1™ 2015,Original,True,1,01.08,746.75,found
CUSA02501,Grand Ages: Medieval,Grand Ages: Medieval,Original,True,1,01.04,396.0,found
CUSA02489,Arcade Archives: Crazy Climber,,Original,False,0,,0.0,no_updates
CUSA02493,The Legend of Doodle,,,False,0,,0.0,no_updates
CUSA02502,Ether One,Ether One,Original,True,1,01.07,925.0,found
CUSA02492,Pumped BMX +,,Original,False,0,,0.0,no_updates
CUSA02496,Ride,RIDE,Original,True,2,01.02,4565.125,found
CUSA02497,Ride,,Demo,False,0,,0.0,no_updates
CUSA02498,F1 2015,F1™ 2015,Original,True,1,01.08,746.3125,found
CUSA02500,Broken Sword 5: The Serpent's Curse,Broken Sword 5 - the Serpent's Curse,Original,True,1,01.01,28.5,found
CUSA02509,Saint Seiya: Soldiers' Soul,Saint Seiya: Soldiers' Soul,Original,True,1,01.02,99.0625,found
CUSA02490,Arcade Archives: Ninja-Kid,,Original,False,0,,0.0,no_updates
CUSA02503,Ether One,Ether One,Original,True,1,01.06,925.0,found
CUSA02514,Xeodrifter,,Original,False,0,,0.0,no_updates
CUSA02505,Giana Sisters: Twisted Dreams – Director’s Cut,,,False,0,,0.0,no_updates
CUSA02508,Giana Sisters: Twisted Dreams: Director's Cut,,Original,False,0,,0.0,no_updates
CUSA02510,Tales of Zestiria,Tales of Zestiria™,Original,True,1,01.01,66.125,found
CUSA02513,Broken Bots,Broken Bots,Original,True,1,01.02,61.125,found
CUSA02506,Pneuma: Breath of Life,Pneuma: Breath of Life,Original,True,1,01.01,60.1875,found
CUSA02512,Senran Kagura: Estival Versus,Senran Kagura ESTIVAL VERSUS,Original,True,2,01.21,5253.5,found
CUSA02499,Tom Clancy's Rainbow Six Siege,レインボーシックス　シージ,Original,True,13,03.07,50850.8125,found
CUSA02521,Mega Man Legacy Collection,Mega Man Legacy Collection,Original,True,1,01.02,253.4375,found
CUSA02516,Mega Man Legacy Collection,Mega Man Legacy Collection,Original,True,1,01.02,253.4375,found
CUSA02511,Senran Kagura: Estival Versus,Senran Kagura ESTIVAL VERSUS,Original,True,2,01.21,5719.5625,found
CUSA02522,Jak and Daxter: The Precursor Legacy,Jak and Daxter: The Precursor Legacy™,Original,True,1,01.02,907.3125,found
CUSA02518,Rocketbirds 2: Evolution,Rocketbirds 2: Evolution,Original,True,1,01.04,651.375,found
CUSA02517,Nier: Automata,NieR:Automata,Original,True,1,01.09,3527.375,found
CUSA02520,Shiftlings,,Demo,False,0,,0.0,no_updates
CUSA02519,Adrift,ADR1FT,Original,True,1,01.01,1787.0625,found
CUSA02532,Unravel,,Original,False,0,,0.0,no_updates
CUSA02515,Magnetic: Cage Closed,,,False,0,,0.0,no_updates
CUSA02533,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02524,FINAL FANTASY XIV Online,,,False,0,,0.0,no_updates
CUSA02526,Guns Up!,GUNS UP!™,Original,True,1,03.54,1699.1875,found
CUSA02525,FINAL FANTASY XIV Online,,,False,0,,0.0,no_updates
CUSA02527,LEGO Jurassic World,,Original,False,0,,0.0,no_updates
CUSA02528,Lost Orbit,LOST ORBIT - Terminal Velocity,Original,True,1,02.00,1846.875,found
CUSA02534,Drive! Drive! Drive!,Drive!Drive!Drive!,Original,True,1,01.03,147.1875,found
CUSA02531,FIFA 16,,Beta,False,0,,0.0,no_updates
CUSA02529,Ender of Fire,,Original,False,0,,0.0,no_updates
CUSA02537,Back to Bed,Back to Bed,Original,True,1,01.01,119.25,found
CUSA02530,Ironcast,Ironcast,Original,True,1,01.01,300.1875,found
CUSA02535,Shutshimi,Shütshimi,Original,True,1,01.03,140.375,found
CUSA02540,Samurai Warriors 4-II,戰國無雙４-Ⅱ,Original,True,1,01.01,13.5,found
CUSA02536,Resogun Soundtrack,,Original,False,0,,0.0,no_updates
CUSA02538,The Banner Saga,The Banner Saga,Original,True,1,01.05,2503.5625,found
CUSA02541,Jak x Daxter: Kyuu Sekai no Isan,,Original,False,0,,0.0,no_updates
CUSA02543,Arcade Archives DOUBLE DRAGON,,,False,0,,0.0,no_updates
CUSA02539,Q.U.B.E. Director's Cut,,Original,False,0,,0.0,no_updates
CUSA02546,Arcade Archives A-JAX,,,False,0,,0.0,no_updates
CUSA02547,Arcade Archives City Connection,,,False,0,,0.0,no_updates
CUSA02548,Arcade Archives NOVA2001,,,False,0,,0.0,no_updates
CUSA02544,Arcade Archives GRADIUS,,,False,0,,0.0,no_updates
CUSA02557,Fallout 4,Fallout 4,Game of the Year Edition,True,3,01.37,10479.9375,found
CUSA02545,Arcade Archives Renegade,,,False,0,,0.0,no_updates
CUSA02550,Arcade Archives EXERION,,,False,0,,0.0,no_updates
CUSA02552,Arcade Archives Shusse Ozumo,,,False,0,,0.0,no_updates
CUSA02553,Arcade Archives CRAZY CLIMBER2,,,False,0,,0.0,no_updates
CUSA02562,Watch Dogs: Complete Edition,,Original,False,0,,0.0,no_updates
CUSA02549,Arcade Archives TERRA CRESTA,,,False,0,,0.0,no_updates
CUSA02551,Arcade Archives RAIDERS5,,,False,0,,0.0,no_updates
CUSA02559,Score Rush Extended,Score Rush Extended,Original,True,1,01.01,46.4375,found
CUSA02554,Arcade Archives Buta san,,,False,0,,0.0,no_updates
CUSA02555,Arcade Archives MAGMAX,,,False,0,,0.0,no_updates
CUSA02564,Snoopy's Grand Adventure,Snoopy's Grand Adventure,Original,True,1,01.01,454.3125,found
CUSA02558,Toki Tori 2+,,Original,False,0,,0.0,no_updates
CUSA02561,Unravel,,Original,False,0,,0.0,no_updates
CUSA02560,Sword Art Online Re: Hollow Fragment,SWORD ART ONLINE Re: Hollow Fragment,Original,True,1,01.05,112.3125,found
CUSA02556,Arcade Archives Karate Champ,,,False,0,,0.0,no_updates
CUSA02563,Resogun Soundtrack,,Original,False,0,,0.0,no_updates
CUSA02573,Vevo,,Original,False,0,,0.0,no_updates
CUSA02566,Winning Eleven 2016,Winning Eleven 2016,Original,True,1,01.08,3754.0,found
CUSA02565,PS Video テーマ(壁紙)プレゼントキャンペーン,,Original,False,0,,0.0,no_updates
CUSA02568,Drive! Drive! Drive!,Drive!Drive!Drive!,Original,True,1,01.03,147.1875,found
CUSA02567,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02569,F1 2015,,Original,False,0,,0.0,no_updates
CUSA02575,Heavy Rain,,Original,False,0,,0.0,no_updates
CUSA02570,Resogun Soundtrack,,Original,False,0,,0.0,no_updates
CUSA02572,Adrift,ADR1FT,Original,True,1,01.01,1787.125,found
CUSA02579,Ironcast,Ironcast,Original,True,1,01.01,300.1875,found
CUSA02576,Makai Senki Disgaea 5,Alliance of Vengeance disgaea 5,Original,True,1,01.01,26.875,found
CUSA02577,Makai Senki Disgaea 5,Alliance of Vengeance disgaea 5,Original,True,1,01.02,101.5625,found
CUSA02571,Sword Coast Legends,Sword Coast Legends,Original,True,4,01.02,13097.8125,found
CUSA02586,Rebel Galaxy,Rebel Galaxy,Original,True,1,01.03,2852.1875,found
CUSA02578,TVNZ OnDemand,TVNZ+,Original,True,1,03.02,104.4375,found
CUSA02589,Pumped BMX +,,Original,False,0,,0.0,no_updates
CUSA02574,Sword Art Online Re: Hollow Fragment,SWORD ART ONLINE Re: Hollow Fragment,Original,True,1,01.06,106.5625,found
CUSA02591,DreamWorks Kung Fu Panda: Showdown of Legendary Legends,Kung Fu Panda: Showdown of Legendary Legends,Original,True,1,01.02,1807.8125,found
CUSA02580,Unmechanical: Extended,,Original,False,0,,0.0,no_updates
CUSA02582,Gensou no Rondo,Touhou Genso Rondo,Original,True,1,01.06,215.75,found
CUSA02584,Streets of Red - Devil's Dare Deluxe,,,False,0,,0.0,no_updates
CUSA02587,The Castle Game,,Original,False,0,,0.0,no_updates
CUSA02595,Leo's Fortune,Leo's Fortune,Original,True,1,01.01,122.625,found
CUSA02581,Sword Coast Legends,Sword Coast Legends,Original,True,4,01.02,13100.5625,found
CUSA02585,Streets of Red - Devil's Dare Deluxe,,,False,0,,0.0,no_updates
CUSA02592,Velocibox,,Original,False,0,,0.0,no_updates
CUSA02588,Albedo: Eyes from Outer Space,,Original,False,0,,0.0,no_updates
CUSA02583,Streets of Red - Devil's Dare Deluxe,,,False,0,,0.0,no_updates
CUSA02590,Back to Bed,,Original,False,0,,0.0,no_updates
CUSA02600,Shutshimi,Shütshimi,Original,True,1,01.01,140.375,found
CUSA02602,Machinarium,,Original,False,0,,0.0,no_updates
CUSA02596,Ender of Fire,,Original,False,0,,0.0,no_updates
CUSA02601,Rugby Challenge 3,Rugby Challenge 3,Original,True,1,01.01,21.0,found
CUSA02594,Pneuma: Breath of Life,Pneuma: Breath of Life,Original,True,1,01.01,60.1875,found
CUSA02598,Funimation,,,False,0,,0.0,no_updates
CUSA02599,Goosebumps: The Game,Goosebumps: The Game,Original,True,1,01.01,42.5625,found
CUSA02607,Sword Art Online Re: Hollow Fragment,SWORD ART ONLINE Re: Hollow Fragment,Original,True,1,01.05,44.125,found
CUSA02597,Nitroplus Blasterz: Heroines Infinite Duel,NITROPLUS BLASTERZ -HEROINES INFINITE DUEL-,Original,True,1,01.05,366.1875,found
CUSA02608,Machinarium,,Original,False,0,,0.0,no_updates
CUSA02603,Q.U.B.E. Director's Cut,,Original,False,0,,0.0,no_updates
CUSA02613,Orcs Must Die! Unchained,,,False,0,,0.0,no_updates
CUSA02611,Orcs Must Die! Unchained,Orcs Must Die! Unchained,Original,True,2,01.15,6007.375,found
CUSA02606,Wild Season,,,False,0,,0.0,no_updates
CUSA02609,Adventures of Pip,,Original,False,0,,0.0,no_updates
CUSA02612,Orcs Must Die! Unchained,,,False,0,,0.0,no_updates
CUSA02615,Orcs Must Die! Unchained,,,False,0,,0.0,no_updates
CUSA02624,Call of Duty: Black Ops III,Call of Duty®: Black Ops III,Original,True,7,01.33,25398.5,found
CUSA02616,Legend of Raven,,,False,0,,0.0,no_updates
CUSA02617,Hotline Miami 2: Wrong Number,,Original,False,0,,0.0,no_updates
CUSA02626,Call of Duty: Black Ops III,Call of Duty®: Black Ops III,Original,True,7,01.33,25472.625,found
CUSA02628,Call of Duty: Black Ops III,Call of Duty®: Black Ops III,Original,True,7,01.33,25148.875,found
CUSA02619,Naughty Kitties,,,False,0,,0.0,no_updates
CUSA02625,Call of Duty: Black Ops III,Call of Duty®: Black Ops III,Original,True,7,01.33,25433.75,found
CUSA02618,Journey,,Beta,False,0,,0.0,no_updates
CUSA02627,Call of Duty: Black Ops III,Call of Duty®: Black Ops III,Original,True,7,01.33,25420.0,found
CUSA02621,Amazing Discoveries In Outer Space,Amazing Discoveries In Outer Space,Original,True,1,01.01,44.1875,found
CUSA02629,Disgaea 5: Alliance of Vengeance,Disgaea 5: Alliance of Vengeance,Original,True,1,01.01,25.125,found
CUSA02614,Orcs Must Die! Unchained,,,False,0,,0.0,no_updates
CUSA02623,Leeperz,,,False,0,,0.0,no_updates
CUSA02631,JoJo's Bizarre Adventure: Eyes of Heaven,ジョジョの奇妙な冒険　アイズオブヘブン,Original,True,1,01.06,354.0,found
CUSA02622,Grinsia,,Unreleased,False,0,,0.0,no_updates
CUSA02630,Gundam Battle Operation Next,ガンダムバトルオペレーションＮＥＸＴ,Original,True,2,01.48,6247.5,found
CUSA02620,Machinarium,,Original,False,0,,0.0,no_updates
CUSA02632,PES 2016: Pro Evolution Soccer,Pro Evolution Soccer 2016,Original,True,1,01.08,3707.9375,found
CUSA02635,Wild Season,,,False,0,,0.0,no_updates
CUSA02636,Until Dawn,Until Dawn™,Original,True,3,01.03,9928.3125,found
CUSA02640,PES 2016: Pro Evolution Soccer,Pro Evolution Soccer 2016,Original,True,1,01.08,3707.9375,found
CUSA02644,Crunchyroll,Crunchyroll,Original,True,1,03.13,169.8125,found
CUSA02637,PES 2016: Pro Evolution Soccer,Pro Evolution Soccer 2016,Original,True,1,01.07,3707.9375,found
CUSA02633,Unepic,,Original,False,0,,0.0,no_updates
CUSA02634,MotoGP 15,MotoGP™15,Original,True,1,01.01,75.3125,found
CUSA02646,This War of Mine: The Little Ones,This War of Mine: The Little Ones,Original,True,1,01.01,59.0,found
